steps_per_min,heart_rate_bpm,accelerometer_magnitude,skin_temperature_c,calories_per_min,gyroscope_magnitude,true_activity
0.0,73.098,0.455,36.208,1.742,0.193,Desk Work
4.259,135.904,2.103,36.708,8.44,1.676,Cycling
147.05,154.971,4.205,37.003,13.5,1.99,Running
80.342,155.383,5.42,36.593,9.231,2.029,Gym
164.92,131.965,3.209,37.263,10.276,2.576,Running
85.105,90.557,1.348,36.225,4.41,0.626,Walking
97.357,76.101,2.075,36.348,5.918,0.826,Walking
136.514,152.526,3.542,36.653,10.49,2.736,Running
1.622,65.901,0.339,36.407,1.775,0.132,Desk Work
2.695,71.816,0.297,36.056,1.48,0.156,Desk Work
16.459,129.115,2.652,36.451,9.963,2.069,Cycling
3.651,83.689,0.277,36.083,1.166,0.1,Desk Work
162.967,139.684,4.066,36.804,10.929,2.533,Running
92.965,88.946,1.645,36.294,3.707,0.755,Walking
2.107,67.961,0.414,36.034,0.842,0.117,Desk Work
73.832,133.759,4.157,37.362,15.919,3.581,Gym
94.624,79.639,1.708,36.648,5.42,0.951,Walking
36.07,110.776,2.94,36.626,8.74,2.614,Cycling
82.831,89.0,1.561,36.087,4.605,0.571,Walking
168.74,156.049,4.799,36.561,12.605,1.996,Running
22.316,147.136,1.789,36.765,11.587,2.113,Cycling
0.0,53.807,0.175,35.917,0.847,0.01,Sleeping
0.0,69.036,0.103,36.368,1.264,0.105,Desk Work
4.676,66.602,0.343,36.234,1.297,0.057,Desk Work
111.991,83.01,1.409,36.199,5.46,0.839,Walking
3.633,80.705,0.343,36.34,1.746,0.236,Desk Work
5.227,77.357,0.319,36.017,1.542,0.22,Desk Work
98.425,149.722,4.591,36.835,18.027,1.616,Gym
104.113,87.659,1.541,36.273,6.723,0.609,Walking
0.0,69.984,0.161,36.136,1.96,0.145,Desk Work
101.705,87.246,1.76,36.27,4.144,0.778,Walking
22.094,121.878,1.783,36.682,8.23,1.551,Cycling
0.477,57.11,0.127,36.185,0.9,0.054,Sleeping
147.013,173.188,4.67,36.918,8.315,2.164,Running
153.591,190.739,3.5,37.019,7.937,2.496,Running
163.035,168.865,4.165,36.578,13.651,2.652,Running
0.0,50.62,0.047,36.037,1.295,0.08,Sleeping
3.176,75.763,0.346,36.475,1.395,0.213,Desk Work
90.502,80.011,2.006,36.106,5.19,0.606,Walking
90.879,132.452,4.59,36.933,12.968,4.344,Gym
0.427,59.302,0.085,35.891,0.96,0.007,Sleeping
1.281,57.751,0.096,36.474,1.049,0.074,Sleeping
3.111,78.409,0.238,36.379,1.205,0.126,Desk Work
24.207,133.656,2.424,36.187,7.939,1.911,Cycling
2.545,65.987,0.28,36.28,2.165,0.239,Desk Work
172.527,141.157,3.914,36.783,15.786,2.621,Running
80.166,106.975,3.658,37.053,10.332,3.186,Gym
92.084,139.841,4.686,37.208,16.072,2.576,Gym
0.441,48.201,0.155,36.099,0.887,0.065,Sleeping
2.829,46.364,0.11,36.518,0.811,0.045,Sleeping
165.892,170.683,4.339,36.883,16.988,2.896,Running
0.0,49.295,0.114,35.713,0.529,0.06,Sleeping
123.721,179.659,4.482,37.384,20.639,3.087,Gym
94.246,66.877,1.684,36.398,6.478,0.93,Walking
3.635,74.118,0.303,36.629,1.874,0.105,Desk Work
2.547,75.722,0.255,36.248,1.037,0.1,Desk Work
17.616,106.415,2.617,37.409,8.082,1.559,Cycling
167.863,159.966,4.271,36.659,11.887,2.25,Running
192.125,179.164,3.525,37.024,8.956,2.45,Running
88.869,88.798,1.595,36.385,4.274,0.552,Walking
169.659,160.689,3.554,36.876,12.409,3.052,Running
83.423,88.496,1.869,36.697,5.114,0.923,Walking
59.47,127.01,3.509,36.646,13.529,2.996,Gym
64.662,141.116,4.933,37.118,15.047,3.172,Gym
82.324,87.569,1.337,36.288,4.453,0.681,Walking
0.971,93.069,0.411,36.666,1.031,0.239,Desk Work
3.144,64.099,0.384,36.437,1.606,0.108,Desk Work
160.095,146.201,3.437,36.636,10.337,3.069,Running
38.243,120.72,1.898,36.245,8.191,1.69,Cycling
92.604,111.272,0.818,36.539,5.276,0.848,Walking
179.81,156.529,4.124,37.083,13.464,2.313,Running
0.0,88.179,0.337,36.496,0.5,0.168,Desk Work
95.348,89.187,1.574,36.281,3.698,0.489,Walking
154.252,162.668,3.529,36.869,12.94,2.543,Running
2.663,56.429,0.245,36.417,0.669,0.076,Desk Work
92.434,109.957,1.844,36.654,3.963,0.972,Walking
161.918,166.444,3.444,36.943,12.581,1.513,Running
166.418,165.161,3.698,36.709,12.151,3.463,Running
158.448,129.44,3.889,36.94,8.18,1.986,Running
65.977,102.851,1.804,36.288,5.324,0.942,Walking
79.374,160.077,4.258,37.143,18.675,3.921,Gym
75.228,122.256,5.521,36.755,18.192,4.032,Gym
92.214,181.583,4.242,36.476,11.573,3.13,Gym
0.0,56.298,0.094,36.26,1.175,0.045,Sleeping
0.754,44.945,0.153,35.717,1.192,0.052,Sleeping
0.0,55.451,0.127,35.886,1.066,0.062,Sleeping
13.054,130.077,1.604,36.356,7.533,1.679,Cycling
0.417,58.185,0.432,36.499,1.796,0.162,Desk Work
90.378,127.191,4.7,37.397,13.933,2.813,Gym
143.394,128.199,2.864,36.826,8.784,2.442,Running
158.033,136.374,3.547,36.489,11.69,1.709,Running
18.377,108.56,2.188,36.449,9.865,1.171,Cycling
104.309,107.406,1.568,36.595,4.561,0.455,Walking
166.462,118.808,4.083,36.732,15.644,2.636,Running
80.412,99.676,1.844,36.11,5.404,1.23,Walking
63.445,166.216,3.251,36.903,15.63,2.053,Gym
3.31,74.288,0.404,36.364,2.119,0.191,Desk Work
1.757,75.965,0.302,36.377,1.706,0.166,Desk Work
3.305,75.01,0.232,36.402,1.915,0.048,Desk Work
99.033,155.946,3.116,37.532,14.868,3.442,Gym
111.879,96.009,1.34,36.914,6.039,0.97,Walking
71.763,164.182,3.471,36.642,11.392,2.289,Gym
0.0,53.376,0.105,35.488,1.031,0.045,Sleeping
1.132,61.055,0.451,36.024,1.784,0.113,Desk Work
95.415,128.324,2.622,37.106,13.52,3.225,Gym
162.649,137.569,3.995,36.839,15.075,1.669,Running
1.025,53.694,0.095,36.023,0.841,0.058,Sleeping
31.36,145.464,2.163,36.049,9.688,2.508,Cycling
146.505,140.032,4.653,37.278,10.832,2.464,Running
2.044,77.75,0.337,36.239,1.564,0.122,Desk Work
2.716,76.272,0.334,36.081,1.91,0.172,Desk Work
36.229,146.443,2.457,36.389,8.761,1.303,Cycling
113.134,95.729,1.841,36.614,4.357,0.839,Walking
0.0,76.162,0.203,35.881,1.748,0.262,Desk Work
99.302,96.127,0.953,36.466,6.593,0.989,Walking
166.852,167.252,4.397,37.017,15.633,2.267,Running
154.358,161.374,3.845,36.257,10.099,3.322,Running
162.648,170.74,3.248,37.035,13.909,2.81,Running
0.525,62.192,0.107,35.664,0.762,0.036,Sleeping
86.305,78.855,1.497,36.468,5.381,0.969,Walking
13.833,127.764,2.594,36.11,7.5,1.741,Cycling
4.068,116.592,2.106,36.854,8.312,1.448,Cycling
23.457,121.071,2.926,36.461,8.662,1.68,Cycling
1.541,57.459,0.086,35.609,0.664,0.062,Sleeping
102.479,100.899,1.736,36.381,4.58,0.927,Walking
0.298,75.354,0.385,36.334,1.572,0.192,Desk Work
2.546,62.323,0.39,36.569,1.564,0.145,Desk Work
0.0,54.305,0.068,36.102,1.197,0.077,Sleeping
1.451,70.372,0.166,36.115,1.354,0.132,Desk Work
51.887,177.155,4.773,37.538,10.763,4.553,Gym
58.313,154.494,5.891,37.03,15.504,3.075,Gym
5.698,74.941,0.158,36.023,1.905,0.148,Desk Work
0.901,53.292,0.0,35.881,1.217,0.06,Sleeping
99.175,119.692,1.123,36.529,5.011,0.69,Walking
0.084,67.465,0.051,36.145,0.963,0.069,Sleeping
2.888,124.155,2.561,35.896,9.054,0.937,Cycling
0.097,54.541,0.006,36.192,1.003,0.061,Sleeping
0.071,54.63,0.023,35.96,0.878,0.049,Sleeping
124.996,176.635,3.674,37.094,11.271,1.489,Running
103.932,94.286,1.246,36.465,5.619,0.953,Walking
102.285,80.865,1.676,36.65,5.606,0.656,Walking
21.716,112.983,1.812,36.793,9.001,2.094,Cycling
80.41,84.589,1.402,36.052,3.983,1.228,Walking
78.721,109.697,1.699,35.865,5.577,0.949,Walking
2.133,52.909,0.271,36.311,1.144,0.067,Desk Work
95.554,84.438,1.708,36.8,6.404,0.539,Walking
134.88,139.774,3.154,36.267,11.133,2.709,Running
94.335,84.493,1.601,36.528,5.973,0.717,Walking
0.117,55.628,0.055,35.828,0.948,0.039,Sleeping
6.608,123.409,2.061,36.849,8.283,2.09,Cycling
154.656,139.538,4.107,36.981,14.017,2.891,Running
73.736,171.269,4.165,37.384,15.398,2.738,Gym
103.416,97.901,1.62,36.434,5.813,0.774,Walking
152.058,149.961,4.36,36.888,10.83,1.924,Running
1.459,81.321,0.283,36.254,1.272,0.122,Desk Work
1.577,73.668,0.276,36.198,0.5,0.131,Desk Work
14.701,120.192,2.692,36.222,8.817,1.718,Cycling
0.0,54.924,0.157,35.978,1.104,0.026,Sleeping
0.0,70.295,0.27,36.296,2.307,0.135,Desk Work
95.124,95.705,1.882,36.402,4.426,0.803,Walking
111.058,73.75,1.444,36.353,4.639,0.451,Walking
80.795,100.67,1.181,36.336,5.626,0.595,Walking
0.0,52.087,0.076,36.08,0.887,0.037,Sleeping
0.0,82.173,0.403,36.324,1.101,0.177,Desk Work
0.0,75.245,0.356,36.52,1.602,0.239,Desk Work
85.511,148.634,5.194,37.229,17.102,2.953,Gym
89.039,111.236,1.76,36.819,4.959,0.743,Walking
149.516,172.48,4.291,36.687,15.455,1.557,Running
128.596,100.647,1.476,36.591,5.136,0.306,Walking
1.862,66.567,0.366,36.44,1.857,0.091,Desk Work
3.749,66.309,0.157,36.121,1.509,0.153,Desk Work
0.0,56.777,0.199,36.011,1.211,0.063,Sleeping
111.525,144.533,5.029,36.83,17.628,2.436,Gym
78.375,144.201,4.646,36.944,14.783,2.964,Gym
76.111,137.742,4.921,37.851,12.52,3.529,Gym
4.1,70.837,0.328,36.181,1.805,0.201,Desk Work
1.753,65.383,0.091,36.092,1.057,0.039,Sleeping
1.319,80.694,0.28,36.5,1.567,0.183,Desk Work
40.069,124.816,2.358,37.272,10.96,3.343,Gym
82.426,91.514,1.132,36.331,5.345,0.518,Walking
0.226,56.878,0.166,35.714,1.201,0.044,Sleeping
78.854,90.119,2.078,36.31,6.235,0.941,Walking
0.062,51.833,0.195,35.857,0.819,0.059,Sleeping
79.437,182.246,4.479,36.908,12.103,3.812,Gym
0.0,50.777,0.143,35.942,0.848,0.046,Sleeping
0.109,49.571,0.127,35.615,1.109,0.045,Sleeping
158.694,165.467,4.35,36.444,7.744,2.963,Running
2.144,76.078,0.141,36.36,1.533,0.11,Desk Work
92.581,125.823,5.674,36.702,15.448,3.363,Gym
120.721,79.349,1.595,36.573,6.68,1.224,Walking
85.912,126.003,5.551,36.66,9.606,2.625,Gym
4.436,77.922,0.32,36.433,1.552,0.163,Desk Work
1.195,51.064,0.116,35.988,0.932,0.068,Sleeping
26.91,118.898,1.708,36.772,11.491,1.932,Cycling
91.342,114.91,1.886,36.643,4.393,0.613,Walking
91.855,93.05,1.204,36.415,5.838,0.523,Walking
0.0,64.265,0.109,35.82,1.142,0.059,Sleeping
0.0,74.963,0.273,36.331,1.679,0.191,Desk Work
25.476,145.377,2.696,36.868,9.453,2.173,Cycling
1.15,50.919,0.141,35.896,1.052,0.045,Sleeping
111.893,94.473,1.257,36.133,5.753,0.816,Walking
89.986,156.922,3.876,37.358,12.27,4.259,Gym
9.378,124.993,1.87,36.951,10.075,1.025,Cycling
4.043,45.941,0.303,36.18,1.399,0.175,Desk Work
0.0,51.278,0.067,36.213,0.889,0.024,Sleeping
79.133,85.302,2.228,36.296,5.941,0.948,Walking
103.562,88.563,1.4,36.453,4.281,1.053,Walking
23.653,118.96,2.433,36.358,7.448,1.25,Cycling
102.617,92.544,0.183,36.173,5.539,0.983,Walking
22.604,112.756,2.153,36.285,7.665,1.807,Cycling
86.791,131.732,5.051,37.268,12.969,2.889,Gym
20.074,126.288,2.437,36.434,7.473,1.396,Cycling
0.0,57.572,0.06,36.31,1.06,0.034,Sleeping
151.133,160.038,2.91,36.517,14.092,2.628,Running
102.99,91.434,1.755,36.299,5.351,0.465,Walking
3.256,91.046,0.272,36.364,1.867,0.181,Desk Work
90.589,97.756,1.226,36.457,5.203,0.586,Walking
98.552,103.809,1.718,36.303,2.848,0.762,Walking
0.0,80.163,0.334,36.06,0.748,0.157,Desk Work
80.593,124.648,3.675,37.531,16.212,3.113,Gym
1.153,82.55,0.286,35.991,0.855,0.194,Desk Work
2.134,71.661,0.392,36.225,1.245,0.048,Desk Work
22.304,136.779,1.869,37.165,9.895,2.093,Cycling
0.265,53.352,0.114,35.909,0.591,0.089,Sleeping
158.22,155.906,3.946,37.273,14.533,2.814,Running
0.529,49.271,0.106,36.268,1.065,0.003,Sleeping
3.216,73.645,0.327,36.307,1.48,0.07,Desk Work
88.678,90.773,1.339,36.599,4.599,0.605,Walking
9.203,127.91,1.374,36.307,11.372,2.166,Cycling
96.819,99.135,1.164,36.757,8.117,1.033,Walking
4.578,76.93,0.19,36.062,1.199,0.002,Desk Work
1.767,68.69,0.5,36.19,1.201,0.122,Desk Work
27.321,121.175,2.144,36.226,8.17,2.105,Cycling
0.0,62.939,0.411,36.105,1.241,0.16,Desk Work
0.047,60.686,0.048,35.58,1.106,0.038,Sleeping
23.377,117.756,1.522,36.522,8.784,1.547,Cycling
141.616,175.259,2.997,37.309,12.366,2.52,Running
0.0,59.923,0.118,36.129,0.96,0.035,Sleeping
0.0,83.405,0.396,35.888,1.163,0.073,Desk Work
169.563,161.725,3.955,37.501,9.396,2.483,Running
99.068,80.198,1.079,36.322,4.39,0.74,Walking
144.392,172.815,3.19,36.946,10.17,1.697,Running
66.365,134.984,4.745,37.077,13.501,2.743,Gym
0.729,49.404,0.054,36.04,1.002,0.034,Sleeping
90.78,116.062,1.202,36.433,4.955,0.79,Walking
1.189,52.889,0.179,36.094,1.006,0.047,Sleeping
198.965,176.53,3.66,36.205,12.793,2.509,Running
90.461,103.479,1.884,36.51,2.626,0.942,Walking
4.472,73.008,0.208,36.091,1.378,0.085,Desk Work
74.999,68.06,1.144,36.297,6.955,0.971,Walking
19.987,129.535,1.447,36.79,9.523,2.114,Cycling
62.831,159.79,4.257,37.033,14.726,3.423,Gym
0.192,56.087,0.025,36.278,1.164,0.043,Sleeping
68.308,175.203,4.593,37.047,15.959,2.898,Gym
0.472,58.542,0.041,36.029,0.902,0.018,Sleeping
31.045,134.194,2.121,36.775,7.146,1.89,Cycling
187.31,152.508,3.588,36.792,10.829,2.955,Running
108.896,88.23,1.638,36.377,5.149,0.732,Walking
176.59,176.677,3.941,36.246,12.129,3.211,Running
165.014,149.551,3.411,36.501,11.945,2.557,Running
4.939,61.976,0.324,36.579,1.436,0.133,Desk Work
1.199,50.578,0.145,36.236,1.103,0.06,Sleeping
0.008,62.883,0.055,36.02,1.53,0.019,Sleeping
92.992,145.195,5.558,37.032,19.511,2.725,Gym
0.0,77.061,0.424,36.128,1.243,0.164,Desk Work
0.0,50.06,0.111,35.933,0.949,0.032,Sleeping
154.977,154.737,3.849,36.475,9.374,2.6,Running
5.083,67.208,0.271,35.899,1.447,0.244,Desk Work
30.4,118.452,2.183,36.714,8.611,1.604,Cycling
0.744,70.317,0.105,36.268,1.279,0.217,Desk Work
156.321,159.179,4.534,36.91,11.959,2.315,Running
80.924,129.932,4.213,36.569,12.329,3.379,Gym
101.623,86.452,1.698,36.424,4.143,0.54,Walking
107.762,100.953,1.573,36.594,6.183,0.609,Walking
92.071,111.364,1.379,36.79,4.885,0.704,Walking
93.186,84.972,0.942,36.434,4.058,0.825,Walking
0.0,57.745,0.071,36.183,1.166,0.032,Sleeping
153.065,162.231,4.131,37.004,14.645,2.718,Running
31.7,127.726,2.292,36.375,7.03,1.426,Cycling
0.419,75.237,0.205,36.309,1.47,0.075,Desk Work
163.637,176.567,3.695,36.563,10.634,2.543,Running
0.017,51.498,0.0,36.074,0.935,0.085,Sleeping
0.0,48.812,0.142,36.088,0.816,0.036,Sleeping
3.284,72.014,0.465,36.009,1.638,0.169,Desk Work
0.233,77.35,0.313,36.366,1.109,0.28,Desk Work
167.211,148.117,4.802,36.332,14.755,2.577,Running
17.893,128.156,2.558,36.471,8.461,1.576,Cycling
18.416,132.804,1.978,35.969,6.05,1.501,Cycling
3.127,63.6,0.285,36.237,1.976,0.152,Desk Work
14.647,118.039,2.348,36.817,11.077,1.913,Cycling
2.732,79.429,0.356,36.341,1.608,0.084,Desk Work
38.316,129.598,1.871,36.602,10.733,2.29,Cycling
104.392,152.291,4.241,37.08,13.485,2.949,Gym
151.991,169.792,2.917,36.788,13.109,2.174,Running
104.89,100.233,4.038,37.472,14.858,3.205,Gym
71.171,153.769,4.489,36.667,15.403,3.778,Gym
6.951,60.476,0.19,36.167,2.209,0.11,Desk Work
64.863,153.631,4.639,37.047,11.084,1.918,Gym
0.0,48.255,0.077,35.713,0.914,0.055,Sleeping
52.39,135.292,4.637,36.738,10.198,2.692,Gym
65.991,139.405,3.677,37.356,19.287,3.232,Gym
15.067,137.864,2.083,36.824,7.777,1.569,Cycling
1.516,78.376,0.384,35.811,1.488,0.073,Desk Work
4.043,64.95,0.26,36.594,1.064,0.103,Desk Work
26.323,139.788,3.33,36.659,9.225,1.58,Cycling
16.858,112.882,1.986,36.923,8.595,1.48,Cycling
166.816,137.42,3.965,36.848,10.62,3.152,Running
93.235,107.722,1.648,36.429,5.685,1.096,Walking
183.6,126.621,3.705,36.817,11.521,1.542,Running
0.0,55.127,0.062,35.858,1.085,0.088,Sleeping
87.469,102.653,0.907,36.058,3.994,0.747,Walking
1.529,57.427,0.141,35.995,0.5,0.057,Sleeping
81.889,103.857,1.646,36.171,5.439,0.79,Walking
69.858,153.904,4.142,36.79,9.426,2.676,Gym
15.33,108.494,1.973,36.659,7.728,1.972,Cycling
0.1,55.166,0.064,36.191,0.85,0.065,Sleeping
81.262,126.174,6.178,37.378,17.44,3.163,Gym
137.792,164.242,4.388,36.562,9.938,2.011,Running
4.387,74.434,0.351,36.44,1.617,0.148,Desk Work
101.51,105.935,1.101,36.182,4.851,0.676,Walking
196.306,134.663,3.573,37.381,14.285,2.409,Running
89.887,140.854,4.278,37.204,13.181,3.057,Gym
75.541,150.947,5.369,37.279,11.343,4.437,Gym
99.281,81.849,2.454,36.522,5.83,0.641,Walking
0.0,53.683,0.007,36.229,0.696,0.036,Sleeping
180.458,171.951,3.236,36.653,10.879,2.378,Running
112.625,89.87,1.55,36.27,4.27,0.315,Walking
64.53,88.614,1.391,36.096,4.875,0.757,Walking
169.94,170.453,4.246,37.025,14.339,2.784,Running
144.516,177.094,4.934,36.897,12.228,2.705,Running
26.609,135.495,2.463,36.292,7.302,1.741,Cycling
78.326,88.144,1.219,36.573,4.877,0.97,Walking
165.429,165.478,2.593,36.382,13.161,2.532,Running
21.093,127.935,1.468,36.913,8.691,2.334,Cycling
157.682,159.098,4.286,36.975,10.458,3.617,Running
0.0,56.108,0.107,36.068,1.138,0.067,Sleeping
116.491,94.061,1.677,36.422,4.955,0.959,Walking
89.144,85.854,1.739,36.188,4.274,1.016,Walking
2.599,70.755,0.284,36.11,1.566,0.038,Desk Work
0.918,63.106,0.11,36.204,0.67,0.053,Sleeping
92.411,153.827,5.034,37.227,12.804,3.613,Gym
0.0,52.776,0.135,35.747,1.436,0.052,Sleeping
0.462,55.189,0.059,35.972,0.705,0.031,Sleeping
1.064,65.422,0.246,36.103,2.203,0.154,Desk Work
18.076,119.473,1.89,36.459,7.815,1.261,Cycling
97.739,131.974,5.428,36.783,10.544,3.417,Gym
2.928,69.367,0.281,36.272,1.411,0.096,Desk Work
1.713,67.293,0.132,36.096,2.034,0.091,Desk Work
1.457,80.648,0.399,36.078,1.86,0.087,Desk Work
1.52,52.753,0.0,35.803,0.815,0.079,Sleeping
111.675,97.346,1.407,36.544,7.804,1.056,Walking
100.472,85.959,0.477,36.367,5.671,0.76,Walking
0.0,67.8,0.036,35.94,1.391,0.046,Sleeping
21.551,144.127,1.393,37.226,5.814,2.846,Cycling
63.498,96.896,1.847,36.074,5.707,0.972,Walking
2.063,64.226,0.309,36.476,1.268,0.235,Desk Work
19.03,140.529,2.53,37.256,6.214,1.656,Cycling
0.0,68.581,0.111,36.435,1.757,0.152,Desk Work
156.212,160.493,3.239,36.813,10.78,2.779,Running
1.275,51.951,0.05,36.283,0.916,0.045,Sleeping
73.4,116.008,4.531,36.417,19.542,3.177,Gym
90.564,111.163,1.978,36.34,4.192,0.975,Walking
164.571,162.731,3.139,36.788,11.108,3.125,Running
61.542,137.265,4.529,36.157,14.796,2.476,Gym
92.95,154.344,4.395,37.345,13.064,2.598,Gym
73.531,140.701,4.703,38.077,17.204,3.112,Gym
92.126,107.057,1.268,36.295,5.021,1.085,Walking
2.44,92.031,0.216,36.025,1.682,0.145,Desk Work
98.078,91.133,1.292,36.415,3.872,0.461,Walking
187.554,167.769,4.558,36.949,10.973,1.825,Running
24.249,138.284,3.007,36.828,7.473,2.053,Cycling
0.0,57.273,0.115,35.857,1.24,0.075,Sleeping
66.498,162.957,6.202,36.959,8.994,2.162,Gym
45.974,141.96,5.347,37.07,12.711,2.411,Gym
68.289,142.166,4.417,37.957,11.787,2.459,Gym
17.453,109.786,2.643,36.831,10.225,1.925,Cycling
52.437,127.242,3.767,36.57,14.078,2.545,Gym
112.154,87.314,1.471,36.253,6.23,0.2,Walking
0.0,56.412,0.12,36.008,0.708,0.034,Sleeping
0.54,52.449,0.158,35.964,0.778,0.039,Sleeping
18.964,128.567,2.034,36.357,9.28,1.218,Cycling
63.036,149.418,4.474,36.971,12.152,2.324,Gym
162.589,158.042,3.982,37.031,12.763,1.619,Running
177.867,153.449,3.605,36.153,8.453,2.117,Running
87.691,88.317,0.942,36.682,6.336,0.93,Walking
120.09,129.25,5.334,36.81,13.738,4.417,Gym
0.0,62.778,0.158,36.003,1.196,0.047,Sleeping
0.686,58.601,0.104,36.155,1.075,0.039,Sleeping
0.0,51.508,0.132,35.899,0.744,0.046,Sleeping
67.8,125.964,4.729,37.024,13.833,1.591,Gym
93.973,85.965,1.231,36.142,4.626,0.706,Walking
63.713,128.117,4.227,36.979,17.588,3.19,Gym
176.338,155.783,5.257,36.803,9.075,2.558,Running
0.0,73.737,0.44,36.13,1.456,0.115,Desk Work
180.061,158.662,4.298,36.602,13.861,3.104,Running
0.0,60.549,0.147,36.241,1.319,0.08,Sleeping
1.693,45.024,0.195,35.897,0.945,0.017,Sleeping
62.849,157.691,5.048,36.847,13.11,2.338,Gym
2.635,78.747,0.394,36.004,1.909,0.167,Desk Work
92.227,97.684,1.277,36.184,6.032,0.696,Walking
0.455,83.896,0.356,36.334,1.676,0.165,Desk Work
89.291,106.094,1.038,36.416,6.167,0.768,Walking
90.892,169.194,3.684,36.941,13.368,3.238,Gym
102.589,96.887,1.256,36.498,4.77,1.098,Walking
124.844,155.631,6.254,36.81,10.373,2.434,Gym
1.664,76.481,0.355,36.208,1.576,0.084,Desk Work
2.355,67.598,0.359,36.364,1.605,0.134,Desk Work
0.263,56.11,0.068,35.222,1.362,0.068,Sleeping
165.751,161.563,3.453,37.15,13.952,2.481,Running
98.004,104.37,1.059,36.784,3.699,0.723,Walking
156.923,171.57,3.815,36.944,13.112,2.813,Running
1.703,66.192,0.369,36.47,1.414,0.135,Desk Work
35.764,137.557,2.489,37.155,8.905,2.013,Cycling
80.604,124.469,4.028,36.607,8.914,3.007,Gym
132.536,162.277,3.791,37.275,10.009,2.554,Running
94.206,100.053,1.668,36.814,6.209,0.796,Walking
179.934,153.407,3.69,36.477,13.153,1.732,Running
1.255,80.9,0.348,36.055,1.079,0.12,Desk Work
0.0,53.93,0.069,36.048,1.255,0.047,Sleeping
17.008,137.357,2.07,37.197,8.046,1.91,Cycling
94.394,80.119,1.27,36.335,3.933,0.698,Walking
4.482,74.143,0.297,36.311,1.763,0.062,Desk Work
91.712,96.013,1.816,36.555,4.672,0.891,Walking
15.468,142.456,2.439,37.338,9.375,1.82,Cycling
76.017,100.385,1.469,36.471,5.481,1.015,Walking
8.415,116.249,2.93,36.514,8.583,2.069,Cycling
20.997,124.207,2.197,36.984,9.171,1.635,Cycling
14.01,124.504,2.268,36.838,8.652,1.633,Cycling
0.058,58.528,0.084,36.073,1.042,0.089,Sleeping
18.189,135.535,2.094,36.216,9.415,2.049,Cycling
92.293,88.504,1.396,36.652,4.959,1.237,Walking
77.274,102.571,1.586,36.309,5.696,1.034,Walking
53.161,137.518,5.79,37.493,12.127,1.794,Gym
143.548,200.0,4.963,36.998,15.281,2.078,Running
66.78,169.559,4.069,36.887,7.498,3.306,Gym
95.852,94.923,1.831,36.547,6.441,1.101,Walking
151.848,165.511,4.751,36.652,12.082,3.324,Running
0.751,53.422,0.076,35.901,1.065,0.022,Sleeping
120.46,103.273,1.912,36.408,4.909,0.84,Walking
2.329,57.601,0.416,36.033,1.508,0.112,Desk Work
79.674,151.086,4.513,37.025,14.492,3.631,Gym
20.765,141.2,2.713,36.339,9.759,1.528,Cycling
153.272,144.712,3.693,36.878,14.356,3.153,Running
99.216,117.418,1.487,36.35,4.809,0.98,Walking
172.605,151.677,2.411,36.659,13.811,1.853,Running
27.149,146.037,2.711,36.563,4.683,1.769,Cycling
94.519,77.515,1.198,36.402,5.435,1.056,Walking
0.0,54.461,0.096,36.07,0.65,0.03,Sleeping
4.183,67.598,0.357,36.259,1.679,0.148,Desk Work
5.184,73.02,0.248,36.23,1.407,0.124,Desk Work
0.0,51.011,0.085,36.297,1.018,0.022,Sleeping
1.988,68.293,0.336,36.074,1.282,0.172,Desk Work
52.975,130.49,5.236,37.114,14.77,3.903,Gym
157.312,146.852,3.144,36.743,11.413,2.702,Running
22.189,111.544,1.712,36.519,8.271,2.131,Cycling
0.0,51.518,0.102,36.093,0.973,0.044,Sleeping
1.654,64.905,0.441,36.023,1.816,0.217,Desk Work
139.377,164.999,3.979,36.472,12.9,2.331,Running
27.413,147.787,2.018,36.356,6.646,2.422,Cycling
22.401,109.747,1.544,35.724,9.74,1.932,Cycling
16.946,165.509,2.232,36.344,7.975,1.369,Cycling
100.413,92.472,1.435,36.183,6.509,0.625,Walking
77.939,84.423,1.565,36.313,4.199,0.644,Walking
88.047,102.464,1.335,36.553,5.05,1.036,Walking
0.0,89.388,0.162,35.918,1.545,0.072,Desk Work
103.456,103.206,1.563,36.328,6.351,0.781,Walking
149.561,137.909,3.814,36.943,15.315,3.001,Running
0.0,76.514,0.362,36.236,1.216,0.238,Desk Work
157.444,148.875,4.12,36.909,12.607,3.041,Running
0.0,53.676,0.153,35.811,0.709,0.055,Sleeping
0.0,55.9,0.06,36.156,0.788,0.04,Sleeping
100.458,162.253,5.053,37.389,12.007,3.686,Gym
0.358,74.131,0.304,36.546,1.291,0.177,Desk Work
157.993,125.945,4.693,36.619,11.64,2.062,Running
98.946,135.127,3.908,36.885,15.323,3.921,Gym
166.595,133.936,2.628,36.763,12.022,2.488,Running
