x_coord,y_coord,defect_density,particle_size_um,electrical_fail_rate,distance_from_center,true_pattern
0.174,0.087,0.6385527187305678,1.8019728031554871,0.417322189139532,0.194,Scratch
0.5,0.421,0.5391433571435118,0.813993099352458,0.3935662149721444,0.654,Local Cluster
0.231,-0.088,0.024412405774166236,0.2492465002825891,0.027606839363832004,0.247,Random
0.519,-0.681,0.6509005624445808,0.8935589520858377,0.7720515670317178,0.856,Edge Ring
0.372,0.692,0.5244559152080127,1.495294866124577,0.49927622480748834,0.785,Local Cluster
0.9,-0.351,0.6224364816772303,0.6851624956477194,0.6228335604481497,0.966,Edge Ring
-0.618,0.044,0.037672835994862125,0.34018728504119244,0.09127615642838104,0.62,Random
0.772,0.442,0.4428061752520964,1.07845747788385,0.5833862836885899,0.89,Local Cluster
0.46,0.736,0.5333411673303625,1.3878655947213356,0.8131025497759461,0.868,Local Cluster
-0.019,-0.074,0.6511417228433107,1.813851502069021,0.6299141842338727,0.076,Center Spot
0.41,-0.535,0.001819765551091885,0.33207559555482613,0.11316488137635027,0.674,Random
0.573,0.543,0.47049628497646967,0.7569500116240986,0.3430520650096383,0.789,Local Cluster
0.535,0.514,0.5095836887839799,0.7993453289631742,0.60142930542263,0.742,Local Cluster
0.679,0.536,0.6418930447848399,1.4805748689380436,0.5010529832916515,0.865,Local Cluster
0.156,-0.141,0.8034419667464179,1.1247261397602426,0.7959151229290914,0.21,Center Spot
0.625,0.428,0.6120696001351718,1.0019653262123476,0.6358610739579473,0.757,Local Cluster
0.044,0.113,0.9161346432236618,1.406784951492746,0.5419580488012432,0.121,Center Spot
0.559,0.453,0.6346133443245426,1.5578366235070888,0.559354362811534,0.72,Local Cluster
0.723,0.554,0.8579918119972572,1.3531313100796285,0.5082780599307503,0.91,Local Cluster
-0.748,-0.266,0.6150656685507544,3.063690999650625,0.6420847946662475,0.794,Scratch
0.172,-0.98,1.0,0.7549054765634695,0.6984981817538829,0.995,Edge Ring
0.198,0.099,0.4877478056292035,2.151702912637614,0.47325958859233663,0.222,Scratch
0.079,0.978,0.6658479455592718,0.629908968282632,0.6835142192999016,0.981,Edge Ring
-0.184,0.737,0.12300128057170916,0.22758467652577552,0.015431818778904592,0.76,Random
0.58,0.604,0.538198261384291,0.5092433624295922,0.5914693319204268,0.838,Local Cluster
-0.524,0.155,0.02564875034015569,0.34911149246105866,0.056171968542916485,0.547,Random
0.044,-0.027,0.7361458893201245,1.344662177994687,0.7232844506277706,0.052,Center Spot
0.702,-0.625,0.7763047511640152,0.7122263469922704,0.5935480976506413,0.94,Edge Ring
0.483,0.481,0.5566463075017292,0.9289260651378655,0.44096086085273634,0.681,Local Cluster
-0.463,-0.109,0.733772408002727,0.9353787440032575,0.47242024242296154,0.476,Donut
0.103,0.518,0.06716605610599603,0.4131464609706712,0.0031778643790239163,0.528,Random
0.568,0.82,0.7865763027352666,1.2264654539267132,0.5621139031567449,0.997,Local Cluster
0.686,0.468,0.3,1.1928259153529663,0.7035630502461262,0.831,Local Cluster
0.883,0.274,0.6768901354223079,0.9928879542941231,0.6965459682908415,0.925,Edge Ring
0.204,-0.19,0.017310047196715025,0.3560402572777902,0.016318547695094332,0.279,Random
0.454,0.509,0.45212998825532624,0.9476787962525519,0.6345121769188875,0.682,Local Cluster
-0.492,0.103,0.011427945385975184,0.4880825939972141,0.04322780250830092,0.502,Random
0.002,-0.005,0.8892833243689588,1.2214213457810696,0.65971783703621,0.006,Center Spot
-0.725,-0.202,0.5848976194655685,2.106649544576295,0.41475022300593656,0.753,Scratch
-0.495,-0.192,0.664019567072264,2.4870269570720804,0.6713436643559079,0.531,Scratch
0.669,-0.02,0.011054181901044482,0.3655470923514331,0.016764985442682928,0.669,Random
-0.2,0.491,0.008887326593257435,0.5622887791933812,0.022406852121202556,0.53,Random
0.183,0.966,0.8447527386708353,0.8962702501325498,0.7744131128255596,0.983,Edge Ring
-0.177,-0.052,0.10813842673981078,0.5390107420844079,0.0069984086659294455,0.184,Random
0.128,-0.398,0.026079036982292917,0.9099172722214857,0.02188515191359716,0.419,Random
0.517,0.511,0.7389327313669848,1.3695171790801361,0.5133874326494972,0.727,Local Cluster
-0.42,-0.17,0.6635173758319708,2.6751531105766526,0.3762857232299933,0.453,Scratch
0.744,0.286,0.7859106700579787,1.6616627491938694,0.6535514181872553,0.797,Scratch
0.668,0.519,0.6269967651586694,0.6614764957850073,0.5049172492791059,0.846,Local Cluster
-0.016,-0.164,0.029733168154184045,0.4956122792515663,0.05464758909072223,0.165,Random
-0.867,-0.333,0.6618113855224858,2.7092875174176805,0.5971715873649807,0.928,Scratch
-0.702,0.603,0.24215201228974148,0.6443843449808064,0.13616037142455004,0.925,Random
0.845,0.396,0.02568105425191467,0.2880327112331847,0.044838943558206404,0.933,Random
0.638,0.524,0.762094916807392,1.1941157081366622,0.45090833573422096,0.825,Local Cluster
0.091,0.049,0.7438565143077548,1.2782821142469105,0.6035715645702673,0.103,Center Spot
-0.007,0.423,0.03160626510376906,0.6640502315153917,0.03827766090117993,0.423,Random
0.111,0.12,0.5153380995942081,3.5162600205615533,0.5847890624084351,0.164,Scratch
-0.356,-0.548,0.004498918632827987,0.5698486041815969,0.010978244888947254,0.653,Random
0.682,0.403,0.6034014347367724,1.1487139111918085,0.4852441072301385,0.792,Local Cluster
-0.159,0.654,0.6709517055115837,0.8043626111669764,0.34573299209164493,0.673,Donut
0.469,0.515,0.7513364452522345,1.0778777968230573,0.443550598028044,0.697,Local Cluster
0.508,0.463,0.6248063834400751,0.8362422458752448,0.5992447007538124,0.687,Local Cluster
-0.579,-0.787,0.1035432016348598,0.4817967427486914,0.2,0.977,Random
0.069,-0.565,0.03614160916632748,0.519511665765498,0.08070669292124671,0.57,Random
0.718,0.454,0.5927278450358823,0.7458740167943285,0.6719352195505179,0.85,Local Cluster
-0.29,-0.344,0.7460737644759424,0.5942102810618171,0.4538304502500409,0.45,Donut
-0.407,0.097,0.6958144599436173,0.3161086854252314,0.3999382826853292,0.418,Donut
-0.264,-0.029,0.01747475710425522,0.5074987411154154,0.06483814129649772,0.266,Random
0.367,-0.392,0.5281410762928498,1.2476903438360591,0.5941251526944036,0.536,Donut
0.517,0.109,0.6294358104621341,3.1534192003632757,0.6623747005017663,0.528,Scratch
0.017,0.046,0.07635755724108759,0.4788442458722497,0.020136199611678673,0.049,Random
0.443,0.244,0.15995516731583312,0.5167429635101342,0.07087086775205793,0.505,Random
0.633,-0.538,0.00038582688617536386,0.49044909935938,0.024465109286624598,0.831,Random
-0.284,0.288,0.5337677752414253,0.7587126016502478,0.5015142756911918,0.405,Donut
0.591,-0.718,0.6674479636115959,0.8554899293018511,0.4446179618836583,0.93,Edge Ring
-0.469,-0.271,0.5459934793262416,0.8959107971623888,0.4592045876217175,0.542,Donut
0.436,-0.776,0.8849990206819207,1.0352903865152236,0.6711709079542949,0.891,Edge Ring
-0.335,-0.455,0.0449102436495796,0.6699618200763375,0.08503168271350775,0.564,Random
-0.052,0.979,0.6665493370249937,0.7487704239332542,0.6155130769939909,0.98,Edge Ring
0.422,-0.362,0.010182690789549429,0.20026522121864493,0.010813785592597058,0.556,Random
-0.772,-0.21,0.5053578207170075,3.0146797585665,0.52905864471946,0.8,Scratch
0.663,0.718,0.6480342500211174,1.404135668118119,0.6985362212667824,0.977,Local Cluster
0.788,-0.003,0.07924450003527786,0.3989034731042145,0.05075443833962889,0.788,Random
0.37,0.664,0.46380952408907894,1.8960471332282327,0.46648167237325755,0.76,Local Cluster
-0.722,0.359,0.07490950925659261,0.610839835613295,0.05429478166232802,0.806,Random
0.945,-0.304,0.6999435737890511,0.9564723238487438,0.7757872241604056,0.993,Edge Ring
-0.536,-0.669,0.6649966308609763,0.800132611665851,0.5909480001976929,0.857,Edge Ring
-0.254,0.553,0.6088480830002695,0.8105338187513105,0.60124097858953,0.608,Donut
-0.112,0.15,0.6129827751742669,1.3347897397638282,0.8649539611419503,0.187,Center Spot
0.199,-0.075,0.07292079325937155,0.7327538735809198,0.043238520126344875,0.212,Random
-0.068,-0.259,0.058108755340575975,0.6371127571538935,0.05776196661087083,0.268,Random
0.431,0.891,0.8028931525613965,1.1208781342610539,0.843807424470212,0.99,Edge Ring
-0.334,-0.338,0.506641400380096,1.0918494272968704,0.4827404561252351,0.475,Donut
-0.388,-0.212,0.623997067550008,1.1008148855632405,0.6060071054200191,0.442,Donut
0.651,0.651,0.6955738950198268,1.4533109329371914,0.6143733080789618,0.92,Local Cluster
-0.723,0.034,0.10793752813756764,0.43624547519441353,0.006114146651173715,0.724,Random
-0.753,-0.404,0.14284596934195531,0.4260898553791006,0.006713772754559601,0.855,Random
-0.667,0.002,0.2395072194248783,0.25456147712900234,0.0312720572746187,0.667,Random
0.639,-0.5,0.11885939360732264,0.5901344799363915,0.03579721866277274,0.812,Random
0.669,0.511,0.6031816022206623,1.7254772460193402,0.639205567259865,0.842,Local Cluster
-0.695,0.073,0.5174529123870355,0.8895521680691926,0.4407465336419496,0.698,Donut
-0.29,-0.072,0.12525188989429856,0.44843725211455354,0.013921264783818927,0.299,Random
-0.417,-0.509,0.040495752248873584,0.6467368909719836,0.0013394337284009863,0.658,Random
0.202,-0.183,0.053426683239860016,0.5278147187491394,0.11521164752571032,0.273,Random
0.44,0.506,0.6678580871775314,0.7943878507715607,0.6466387959715654,0.671,Local Cluster
-0.079,0.155,0.16849714064254673,0.5186694159340958,0.023769515295791854,0.174,Random
-0.101,-0.891,0.08788835601267554,0.4829319660805914,0.007744012861927676,0.897,Random
-0.002,-0.001,0.8137978699902427,1.2577105647739073,0.6509389871363134,0.002,Center Spot
0.255,-0.947,0.6655502465231528,0.9261456671932771,0.6593412347530844,0.981,Edge Ring
-0.086,0.12,0.013222274405223429,0.4074848615570874,0.025358784976260536,0.147,Random
-0.606,-0.644,0.6753097278211131,0.6953192781338897,0.8017638716887572,0.885,Edge Ring
0.194,0.039,0.799235181360861,1.7355682537958068,0.6717263222279125,0.198,Center Spot
0.585,-0.081,0.1266146883567421,0.485270144461333,0.011165571460292853,0.591,Random
0.619,-0.617,0.13105278121986608,0.44124360688734116,0.0010412380591322196,0.874,Random
0.458,0.663,0.6634994319996592,0.9044628532435057,0.5004480963138846,0.806,Local Cluster
0.037,0.003,0.44023831680377856,3.1164351905321057,0.5866222733832885,0.037,Scratch
-0.567,-0.369,0.7485607060103386,0.7991145745023249,0.49895642076637003,0.677,Donut
0.596,0.813,0.7286134677235548,1.4369177415666678,0.7905827620101858,1.008,Local Cluster
0.956,-0.09,0.08693412222218125,0.3192779992724947,0.010172475942581166,0.96,Random
0.476,0.538,0.7019541499521635,1.1095130490555822,0.3630264618841038,0.718,Local Cluster
-0.462,0.324,0.6261730346505067,1.57671015117608,0.4679840996979376,0.564,Donut
0.578,0.452,0.6435608706887037,1.1407972434846205,0.6797922034881947,0.734,Local Cluster
-0.026,0.041,0.6537628089403225,1.8373067071621367,0.8077524823206155,0.048,Center Spot
-0.059,0.902,0.7852725970484752,1.0132251258050755,0.7425652106540519,0.904,Edge Ring
-0.535,-0.171,0.3,0.4213016428534213,0.08566219568837648,0.562,Random
-0.29,-0.099,0.5679331062862283,2.1431933703981536,0.5952091333340177,0.307,Scratch
-0.139,-0.191,0.652372148006481,2.228071056702045,0.6811145004029496,0.236,Scratch
0.16,-0.086,0.8487444813238488,1.1924848473153995,0.5284813884595359,0.181,Center Spot
0.551,0.636,0.7428773140653371,1.6879216614358368,0.7067919746810724,0.841,Local Cluster
0.604,0.641,0.5446689299548365,1.1280523889490426,0.7120520063803155,0.881,Local Cluster
-0.801,0.598,0.9425504989135554,0.4151825973335259,0.7301015676381981,0.999,Edge Ring
0.584,0.429,0.5713891425947512,0.651231621038917,0.5427856001704462,0.724,Local Cluster
0.463,0.65,0.6742730544720565,1.3848504973167755,0.704008443051354,0.798,Local Cluster
-0.515,-0.744,0.0011710351681993724,0.44598111662963325,0.008944239638337315,0.904,Random
0.485,0.483,0.8779188610342118,0.9625240003084132,0.6668143085911846,0.685,Local Cluster
-0.062,-0.014,0.3,0.38573531146973916,0.023756167551906578,0.063,Random
0.285,0.61,0.5338171455182619,1.4360931660397984,0.5618835663630848,0.673,Local Cluster
0.133,0.071,0.49876310705204746,2.5847687028159387,0.7058113896351762,0.151,Scratch
0.583,0.694,0.5711022586700594,1.295270414213875,0.6446755289719541,0.907,Local Cluster
-0.518,-0.091,0.5009811340766478,0.6080411546343554,0.4113333651328054,0.526,Donut
0.236,0.4,0.3430704965801279,0.3,0.2830040348089037,0.464,Donut
-0.557,0.211,0.5074726835696464,1.2892878417645133,0.43318624527145305,0.596,Donut
0.783,0.336,0.0559862360278052,0.44675146495472456,0.013578545802522933,0.852,Random
0.575,0.624,0.7292041452153232,1.1902395007247548,0.6599080480149575,0.848,Local Cluster
0.186,-0.519,0.08407683834732448,0.697458185793146,0.08412033342507116,0.551,Random
0.236,0.446,0.0119366102955082,0.38867908097170906,0.010297227876369594,0.505,Random
0.381,0.586,0.685453439726789,0.9466586864025046,0.6795276183708087,0.699,Local Cluster
0.181,0.112,0.6628071376138335,2.9436162682614935,0.696344739690246,0.213,Scratch
0.664,0.518,0.49532953485776754,0.6932235339313033,0.568922739301464,0.843,Local Cluster
0.744,0.217,0.7060165989776654,2.4761932323126694,0.5963075629680319,0.775,Scratch
0.892,0.151,0.6948616148293728,2.9744276621458487,0.5462973231002914,0.904,Scratch
-0.212,0.465,0.5122436269631683,1.1292138308295703,0.49881274137790277,0.511,Donut
0.101,-0.096,0.07374223324697289,0.5356390915501945,0.00785500768246021,0.14,Random
0.504,0.617,0.8552042639674269,1.276876688456452,0.6718413276136916,0.797,Local Cluster
-0.095,-0.11,0.1410163613485547,0.5063703525428191,0.1126469264965162,0.145,Random
0.746,0.551,0.4890425004875758,0.9492905709285464,0.6261252249084387,0.927,Local Cluster
0.711,0.527,0.6687778132507017,0.966247799881264,0.7058869921909063,0.885,Local Cluster
-0.449,-0.38,0.45786975245850325,0.9918834045026707,0.6342349548973225,0.588,Donut
-0.519,-0.097,0.06118185480754241,0.3344869170732354,0.13366042812028864,0.528,Random
-0.005,-0.133,0.8551316504380533,0.8582909888961958,0.7975785475228873,0.133,Center Spot
-0.294,-0.143,0.6125153579353391,2.5790591934488463,0.533380202272674,0.327,Scratch
0.092,0.918,0.8254749672505991,0.8575971040277248,0.6334474468363538,0.923,Edge Ring
0.465,0.457,0.5667877025677622,1.1832953696621975,0.544841865631811,0.652,Local Cluster
0.551,0.495,0.6232907669327549,2.0111186041249347,0.6324490993237204,0.741,Local Cluster
0.711,-0.47,0.7373523887295801,1.0643196951755345,0.5494573414145055,0.852,Edge Ring
-0.037,0.024,0.5094801984782972,2.215968863478068,0.5466044073050643,0.044,Scratch
0.561,0.551,0.7505877514653156,0.834648428247815,0.5251772468484768,0.786,Local Cluster
-0.622,0.639,0.6820021671221981,0.825638106073992,0.6986170695282621,0.892,Edge Ring
0.466,0.578,0.705185470480663,1.433412124174823,0.6264605450544799,0.743,Local Cluster
0.511,0.589,0.5265686420761526,0.9257111601345931,0.5924560188592538,0.78,Local Cluster
0.586,0.587,0.7614227215939233,1.3996251631770362,0.538906168549045,0.829,Local Cluster
-0.082,-0.18,0.009138506275429876,0.6873262997295991,0.058594866921408674,0.197,Random
0.481,0.613,0.441714275912076,1.1120051496392764,0.3344761219431105,0.779,Local Cluster
0.094,-0.009,0.8240710498541717,0.8430889110983486,0.5829184304775978,0.094,Center Spot
-0.943,-0.08,0.5811527557530992,0.8529426701221879,0.510635084451969,0.946,Edge Ring
-0.42,-0.154,0.5801923740111077,2.2720414553589823,0.4744372466801666,0.448,Scratch
0.606,0.729,0.7053991389558709,0.8817335966770091,0.6728383215850663,0.948,Local Cluster
0.21,-0.171,0.02399970550271369,0.39035141178104854,0.06420830824342254,0.271,Random
0.563,0.235,0.5619583652842868,0.6421903143576415,0.31479828181287817,0.61,Donut
0.407,0.629,0.5441454311599276,0.5592678811299202,0.4658540117795831,0.749,Local Cluster
-0.239,-0.925,0.7861328767993679,0.769698393522006,0.5503842344722883,0.955,Edge Ring
0.369,0.599,0.6956381516768377,0.9000779051540959,0.6062966453748334,0.703,Local Cluster
0.378,0.445,0.7005771232574448,1.5484207629345677,0.5872982338249964,0.584,Local Cluster
0.038,-0.006,0.07007409879528027,0.5682932567949587,0.0936182361102462,0.038,Random
0.452,0.524,0.5941784212289924,1.0591065984474906,0.6115320497708134,0.692,Local Cluster
0.415,-0.805,0.7566076432339514,0.666123956783947,0.48236072495148574,0.906,Edge Ring
0.416,0.767,0.6354577780503339,0.7294866481552914,0.7750597265426831,0.873,Edge Ring
-0.706,-0.626,0.8403966355086256,0.7518162933838639,0.6763651178257436,0.944,Edge Ring
-0.977,-0.051,0.009777149443522887,0.29173863645500253,0.04216328655227131,0.979,Random
0.134,-0.488,0.029746287593251472,0.559560318358187,0.00814891900282027,0.506,Random
0.819,-0.291,0.6892338188665148,1.123009589983588,0.6498798406081521,0.869,Edge Ring
-0.266,-0.008,0.05498909269912575,0.5703055526375652,0.015875767842880664,0.267,Random
0.345,0.44,0.5562502643445723,1.1008516264260455,0.6216957143241448,0.559,Local Cluster
0.434,0.437,0.7200946929100991,0.6221614198879579,0.478845999785897,0.616,Local Cluster
0.415,0.552,0.5100365764895862,1.4691570457212821,0.48806376664303136,0.69,Local Cluster
0.668,0.611,0.6980872753911727,1.0171566115488697,0.5012337306039895,0.905,Local Cluster
0.614,0.425,0.7463676174598863,1.1881320717532884,0.6487288475805737,0.747,Local Cluster
-0.415,0.101,0.027798177797372824,0.3894998940422949,0.03488375599999433,0.427,Random
-0.147,-0.197,0.8277006567208556,0.9285453729178904,0.779396477742151,0.246,Center Spot
0.439,0.191,0.80576301512391,2.7649808072555437,0.32365778813529633,0.479,Scratch
0.547,0.76,0.025823049829200237,0.7599228309024724,0.01201068112011157,0.936,Random
-0.411,-0.344,0.06884851518438262,0.39714893194404177,0.02500006655196447,0.536,Random
0.36,-0.141,0.041808958443689676,0.5502946875009691,0.052274619191822164,0.386,Random
0.347,0.371,0.06551453805354954,0.6643766282917,0.025631956144543607,0.508,Random
0.076,0.152,0.025700668379931707,0.46460437343575783,0.03988361900049627,0.17,Random
0.177,-0.104,0.01912261214172364,0.23057940799981935,0.04353979307410744,0.205,Random
0.692,0.625,0.5489308434009783,0.9248655423461084,0.7534760519046905,0.932,Local Cluster
0.072,0.351,0.04391272856547615,0.4233195284341433,0.04921009836518852,0.358,Random
0.499,0.632,0.6169400913767402,0.7123430031352671,0.6746161978720263,0.805,Local Cluster
-0.228,-0.016,0.17207850580014455,0.28864621600862794,0.00744254420833786,0.229,Random
0.44,0.415,0.45878550898508297,1.0339432052049249,0.5651629038902298,0.605,Local Cluster
0.46,0.579,0.5629995985048162,0.9442658534138345,0.5195098660822258,0.74,Local Cluster
0.645,0.013,0.7580147848297871,1.6337360478694984,0.46696247152165876,0.645,Donut
0.508,0.497,0.7351957454986329,1.007849861213532,0.5677670481644675,0.71,Local Cluster
